EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E200,Elijah Watson,Sr. Manger,Sales,Manufacturing,Male,Caucasian,33.0,2017-03-16,151413.0,15% ,United States,Seattle,Still Working
E201,Wesley Gray,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,66.0,2003-04-22,76906.0,0% ,United States,Seattle,Still Working
E202,Wesley Sharma,Manager,IT,Corporate,Male,Asian,55.0,1994-02-23,122802.0,5% ,China,Shanghai,Still Working
E203,Mateo Mendez,Development Engineer,Engineering,Research & Development,Male,Latino,51.0,1998-07-14,99091.0,0% ,United States,Austin,Still Working
E204,Jose Molina,Controls Engineer,Engineering,Manufacturing,Male,Latino,44.0,2008-02-28,113987.0,0% ,Brazil,Manaus,Still Working
E205,Luna Simmons,Sr. Analyst,Finance,Corporate,Female,Caucasian,32.0,2020-09-04,95045.0,0% ,United States,Chicago,Still Working
E206,Samantha Barnes,Vice President,Marketing,Speciality Products,Female,Caucasian,33.0,2017-01-05,190401.0,37% ,United States,Columbus,Still Working
E207,Hunter Ortiz,Sr. Analyst,Finance,Corporate,Male,Latino,50.0,2013-01-20,86061.0,0% ,Brazil,Rio de Janerio,Still Working
E208,Thomas Aguilar,Sr. Account Representative,Sales,Speciality Products,Male,Latino,49.0,2021-02-10,79882.0,0% ,United States,Phoenix,Still Working
E209,Skylar Bell,Vice President,Engineering,Manufacturing,Female,Caucasian,34.0,2018-03-06,255431.0,36% ,United States,Columbus,Still Working
E210,Anna Zhu,Service Desk Analyst,IT,Manufacturing,Female,Asian,52.0,2003-08-22,82017.0,0% ,China,Beijing,Still Working
E211,Ella Hunter,Analyst,Finance,Manufacturing,Female,Caucasian,55.0,2017-01-18,53799.0,0% ,United States,Columbus,Still Working
E212,Emery Hunter,Sr. Analyst,Sales,Corporate,Female,Caucasian,32.0,2021-07-03,82739.0,0% ,United States,Phoenix,Still Working
E213,Sofia Parker,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,40.0,2014-05-30,99080.0,0% ,United States,Chicago,Still Working
E214,Lucy Fong,Sr. Account Representative,Sales,Corporate,Female,Asian,44.0,2011-01-20,96719.0,0% ,China,Chengdu,Still Working
E215,Vivian Barnes,Director,Human Resources,Research & Development,Female,Caucasian,55.0,2021-03-28,180687.0,19% ,United States,Phoenix,Still Working
E216,Kai Chow,Engineering Manager,Engineering,Corporate,Male,Asian,49.0,2001-04-12,95743.0,15% ,United States,Austin,2010-01-15
E217,Melody Cooper,Development Engineer,Engineering,Research & Development,Female,Caucasian,48.0,2009-09-04,89695.0,0% ,United States,Austin,Still Working
E218,James Bui,Manager,Finance,Manufacturing,Male,Asian,68.0,1998-07-20,122753.0,9% ,China,Chongqing,Still Working
E219,Liam Grant,Sr. Business Partner,Human Resources,Research & Development,Male,Caucasian,34.0,2015-03-15,93734.0,0% ,United States,Phoenix,Still Working
E220,Owen Han,Analyst,Accounting,Corporate,Male,Asian,32.0,2017-05-12,52069.0,0% ,China,Chongqing,Still Working
E221,Kinsley Vega,Vice President,Accounting,Corporate,Female,Latino,37.0,2020-12-16,258426.0,40% ,Brazil,Rio de Janerio,Still Working
E222,Leonardo Martin,Manager,Finance,Speciality Products,Male,Black,55.0,1995-02-16,125375.0,9% ,United States,Chicago,Still Working
E223,Greyson Lam,Vice President,Accounting,Manufacturing,Male,Asian,29.0,2021-02-08,198243.0,31% ,United States,Miami,Still Working
E224,Emilia Rivera,Test Engineer,Engineering,Research & Development,Female,Latino,46.0,2017-11-23,96023.0,0% ,United States,Miami,Still Working
E225,Penelope Johnson,Sr. Analyst,Marketing,Research & Development,Female,Caucasian,38.0,2012-06-25,83066.0,0% ,United States,Chicago,2013-06-05
E226,Eva Figueroa,Analyst II,Sales,Research & Development,Female,Latino,52.0,2014-05-14,61216.0,0% ,United States,Seattle,Still Working
E227,Ezekiel Jordan,Sr. Manger,Accounting,Corporate,Male,Caucasian,37.0,2013-02-10,144231.0,14% ,United States,Columbus,2020-07-17
E228,Luke Mai,HRIS Analyst,Human Resources,Research & Development,Male,Asian,45.0,2007-10-24,51630.0,0% ,China,Beijing,Still Working
E229,Charles Diaz,Sr. Manger,Sales,Corporate,Male,Latino,59.0,2013-11-16,124129.0,15% ,Brazil,Sao Paulo,Still Working
E230,Adam Espinoza,Test Engineer,Engineering,Manufacturing,Male,Latino,40.0,2009-04-09,60055.0,0% ,United States,Seattle,Still Working
E231,Jack Maldonado,Director,Engineering,Research & Development,Male,Latino,35.0,2020-08-26,189290.0,22% ,Brazil,Sao Paulo,2020-09-25
E232,Cora Jiang,Vice President,IT,Corporate,Female,Asian,57.0,2008-04-30,182202.0,30% ,United States,Austin,Still Working
E233,Cooper Mitchell,Manager,Sales,Speciality Products,Male,Caucasian,47.0,2006-01-31,117518.0,7% ,United States,Seattle,Still Working
E234,Layla Torres,Sr. Manger,Finance,Manufacturing,Female,Latino,41.0,2013-02-24,157474.0,11% ,Brazil,Rio de Janerio,Still Working
E235,Jack Edwards,Manager,Marketing,Manufacturing,Male,Caucasian,42.0,2008-04-06,126856.0,6% ,United States,Columbus,Still Working
E236,Eleanor Chan,Sr. Manger,Accounting,Manufacturing,Female,Asian,53.0,2001-04-02,129124.0,12% ,China,Shanghai,Still Working
E237,Aria Xi,Director,Sales,Research & Development,Female,Asian,49.0,2002-03-01,165181.0,16% ,United States,Seattle,Still Working
E238,John Vega,Vice President,Finance,Corporate,Male,Latino,54.0,2004-01-18,247939.0,35% ,Brazil,Rio de Janerio,Still Working
E239,Luke Munoz,Director,Engineering,Speciality Products,Male,Latino,68.0,2017-08-25,169509.0,18% ,Brazil,Manaus,Still Working
E240,Sarah Daniels,Sr. Manger,Accounting,Manufacturing,Female,Caucasian,59.0,2011-01-09,138521.0,10% ,United States,Miami,Still Working
E241,Aria Castro,Engineering Manager,Engineering,Speciality Products,Female,Latino,49.0,2014-03-14,113873.0,11% ,Brazil,Rio de Janerio,Still Working
E242,Autumn Joseph,Enterprise Architect,IT,Corporate,Female,Black,43.0,2018-05-09,73317.0,0% ,United States,Miami,Still Working
E243,Evelyn Liang,Service Desk Analyst,IT,Speciality Products,Female,Asian,44.0,2013-06-26,69096.0,0% ,United States,Seattle,Still Working
E244,Henry Alvarez,Sr. Business Partner,Human Resources,Manufacturing,Male,Latino,52.0,2005-04-12,87158.0,0% ,Brazil,Manaus,Still Working
E245,Benjamin Delgado,Test Engineer,Engineering,Corporate,Male,Latino,68.0,1992-09-28,70778.0,0% ,United States,Austin,Still Working
E246,Zoe Rodriguez,Director,Human Resources,Speciality Products,Female,Latino,69.0,2004-05-23,153938.0,20% ,United States,Phoenix,Still Working
E247,Axel Chu,Systems Analyst,IT,Research & Development,Male,Asian,47.0,2018-05-04,59888.0,0% ,China,Beijing,Still Working
E248,Cameron Evans,Test Engineer,Engineering,Corporate,Male,Caucasian,54.0,2018-12-13,63098.0,0% ,United States,Columbus,Still Working
E249,Isabella Soto,Vice President,Finance,Corporate,Female,Latino,31.0,2021-12-15,255369.0,33% ,Brazil,Sao Paulo,Still Working
E250,Eva Jenkins,Sr. Manger,Human Resources,Manufacturing,Female,Black,59.0,2004-11-10,142318.0,14% ,United States,Chicago,Still Working
E251,Cameron Powell,Business Partner,Human Resources,Manufacturing,Male,Black,45.0,2004-08-20,49186.0,0% ,United States,Austin,2008-06-17
E252,Samantha Foster,Vice President,Human Resources,Research & Development,Female,Black,38.0,2019-07-27,220937.0,38% ,United States,Austin,Still Working
E253,Jade Li,Director,IT,Speciality Products,Female,Asian,51.0,2012-10-26,183156.0,30% ,United States,Seattle,Still Working
E254,Kinsley Acosta,Vice President,IT,Speciality Products,Female,Latino,36.0,2020-07-22,192749.0,31% ,United States,Chicago,Still Working
E255,Clara Kang,Sr. Manger,IT,Manufacturing,Female,Asian,43.0,2017-03-25,135325.0,14% ,United States,Phoenix,Still Working
E256,Harper Alexander,Sr. Analyst,Sales,Speciality Products,Female,Caucasian,30.0,2019-10-14,79356.0,0% ,United States,Phoenix,Still Working
E257,Carter Reed,Development Engineer,Engineering,Manufacturing,Male,Black,44.0,2005-07-07,74412.0,0% ,United States,Seattle,Still Working
E258,Charlotte Ruiz,Computer Systems Manager,IT,Manufacturing,Female,Latino,36.0,2017-10-02,61886.0,9% ,Brazil,Rio de Janerio,Still Working
E259,Everleigh Jiang,Director,Accounting,Research & Development,Female,Asian,62.0,2003-05-14,173071.0,29% ,United States,Columbus,Still Working
E260,Audrey Smith,Field Engineer,Engineering,Research & Development,Female,Caucasian,62.0,1995-10-27,70189.0,0% ,United States,Columbus,Still Working
E261,Emery Acosta,Vice President,Sales,Research & Development,Female,Latino,46.0,2013-09-11,181452.0,30% ,United States,Columbus,Still Working
E262,Charles Robinson,HRIS Analyst,Human Resources,Speciality Products,Male,Caucasian,30.0,2021-03-12,70369.0,0% ,United States,Seattle,Still Working
E263,Landon Lopez,Sr. Analyst,Accounting,Manufacturing,Male,Latino,42.0,2008-07-05,78056.0,0% ,Brazil,Sao Paulo,Still Working
E264,Miles Mehta,Director,Finance,Research & Development,Male,Asian,68.0,1996-05-02,189933.0,23% ,United States,Miami,Still Working
E265,Ezra Simmons,Automation Engineer,Engineering,Speciality Products,Male,Caucasian,42.0,2010-07-01,78237.0,0% ,United States,Phoenix,Still Working
E266,Nora Santiago,Analyst,Accounting,Research & Development,Female,Latino,59.0,1996-06-26,48687.0,0% ,Brazil,Rio de Janerio,Still Working
E267,Caroline Herrera,Sr. Manger,Marketing,Manufacturing,Female,Latino,49.0,2004-08-19,121065.0,15% ,Brazil,Rio de Janerio,Still Working
E268,David Owens,Sr. Analyst,Sales,Corporate,Male,Black,47.0,2004-04-16,94246.0,0% ,United States,Austin,Still Working
E269,Avery Yee,Systems Analyst,IT,Manufacturing,Female,Asian,38.0,2016-05-22,44614.0,0% ,United States,Miami,Still Working
E270,Xavier Park,Vice President,IT,Research & Development,Male,Asian,44.0,2020-11-08,234469.0,31% ,China,Chengdu,Still Working
E271,Asher Morales,Automation Engineer,Engineering,Research & Development,Male,Latino,56.0,2020-07-10,88272.0,0% ,Brazil,Sao Paulo,Still Working
E272,Mason Cao,Analyst II,Finance,Corporate,Male,Asian,56.0,2017-09-14,74449.0,0% ,China,Beijing,Still Working
E273,Joshua Fong,Vice President,Engineering,Speciality Products,Male,Asian,51.0,2012-06-11,222941.0,39% ,China,Beijing,Still Working
E274,Maria Chin,Analyst,Marketing,Manufacturing,Female,Asian,69.0,2013-09-26,50341.0,0% ,China,Beijing,Still Working
E275,Eva Garcia,HRIS Analyst,Human Resources,Corporate,Female,Latino,35.0,2021-04-11,72235.0,0% ,Brazil,Manaus,Still Working
E276,Anna Molina,Sr. Analyst,Accounting,Corporate,Female,Latino,45.0,2016-06-12,70165.0,0% ,United States,Columbus,Still Working
E277,Logan Bryant,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,34.0,2020-07-18,148485.0,15% ,United States,Miami,Still Working
E278,Isla Han,Technical Architect,IT,Manufacturing,Female,Asian,62.0,2005-06-18,86089.0,0% ,United States,Chicago,Still Working
E279,Christopher Vega,Engineering Manager,Engineering,Research & Development,Male,Latino,58.0,2007-10-27,106313.0,15% ,United States,Chicago,Still Working
E280,Lillian Park,Analyst,Marketing,Research & Development,Female,Asian,44.0,2021-02-24,46833.0,0% ,China,Chengdu,2021-11-10
E281,Kennedy Zhang,Director,Finance,Research & Development,Female,Asian,67.0,2000-10-27,155320.0,17% ,China,Chongqing,Still Working
E282,Eli Han,Sr. Analyst,Accounting,Manufacturing,Male,Asian,44.0,2016-01-15,89984.0,0% ,China,Chengdu,Still Working
E283,Julia Pham,Engineering Manager,Engineering,Speciality Products,Female,Asian,69.0,2006-03-16,83756.0,14% ,China,Shanghai,Still Working
E284,Hailey Shin,Director,Human Resources,Corporate,Female,Asian,61.0,2016-10-24,176324.0,23% ,China,Shanghai,Still Working
E285,Connor Grant,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,31.0,2021-10-13,74077.0,0% ,United States,Seattle,Still Working
E286,Natalia Owens,Manager,Human Resources,Manufacturing,Female,Caucasian,35.0,2021-01-18,104162.0,7% ,United States,Austin,Still Working
E287,Maria He,IT Systems Architect,IT,Corporate,Female,Asian,49.0,2010-08-28,82162.0,0% ,China,Beijing,2020-10-03
E288,Jade Yi,Account Representative,Sales,Speciality Products,Female,Asian,51.0,2015-07-10,63880.0,0% ,China,Chongqing,Still Working
E289,Quinn Xiong,Test Engineer,Engineering,Research & Development,Female,Asian,59.0,2013-09-08,73248.0,0% ,United States,Columbus,Still Working
E290,Dominic Baker,Sr. Analyst,Accounting,Manufacturing,Male,Black,55.0,2020-10-09,91853.0,0% ,United States,Chicago,Still Working
E291,Adam Nelson,Director,Finance,Speciality Products,Male,Caucasian,29.0,2020-01-14,168014.0,27% ,United States,Chicago,2021-07-27
E292,Autumn Reed,Development Engineer,Engineering,Corporate,Female,Caucasian,41.0,2017-09-17,70770.0,0% ,United States,Miami,Still Working
E293,Robert Edwards,HRIS Analyst,Human Resources,Corporate,Male,Caucasian,66.0,2004-10-11,50825.0,0% ,United States,Seattle,Still Working
E294,Roman Martinez,Sr. Manger,Finance,Research & Development,Male,Latino,35.0,2015-09-19,145846.0,15% ,Brazil,Manaus,Still Working
E295,Eleanor Li,Sr. Manger,Human Resources,Research & Development,Female,Asian,68.0,2003-12-07,125807.0,15% ,United States,Chicago,Still Working
E296,Connor Vang,Analyst,Sales,Speciality Products,Male,Asian,29.0,2021-07-28,46845.0,0% ,United States,Miami,Still Working
E297,Ellie Chung,Sr. Manger,Marketing,Corporate,Female,Asian,63.0,2008-08-29,157969.0,10% ,China,Chongqing,Still Working
E298,Violet Hall,Solutions Architect,IT,Corporate,Female,Caucasian,44.0,2010-12-10,97807.0,0% ,United States,Chicago,Still Working
E299,Dylan Padilla,HRIS Analyst,Human Resources,Manufacturing,Male,Latino,35.0,2015-12-09,73854.0,0% ,United States,Seattle,Still Working
E300,Nathan Pham,Sr. Manger,Accounting,Manufacturing,Male,Asian,49.0,2006-12-12,149537.0,14% ,United States,Seattle,Still Working
E301,Ayla Brown,Sr. Manger,Sales,Manufacturing,Female,Caucasian,53.0,2013-04-15,128303.0,15% ,United States,Phoenix,Still Working
E302,Isaac Mitchell,Network Architect,IT,Speciality Products,Male,Black,50.0,2005-06-10,67374.0,0% ,United States,Austin,Still Working
E303,Jayden Jimenez,Manager,Human Resources,Corporate,Male,Latino,50.0,2011-09-24,102167.0,6% ,Brazil,Rio de Janerio,Still Working
E304,Jaxon Tran,Sr. Manger,Sales,Manufacturing,Male,Asian,49.0,2007-09-07,151027.0,10% ,China,Shanghai,Still Working
E305,Connor Fong,Manager,Accounting,Speciality Products,Male,Asian,44.0,2018-02-16,120905.0,5% ,United States,Seattle,Still Working
E306,Emery Mitchell,Vice President,Finance,Manufacturing,Female,Caucasian,52.0,2018-06-02,231567.0,36% ,United States,Seattle,Still Working
E307,Landon Luu,Vice President,IT,Research & Development,Male,Asian,35.0,2015-07-12,215388.0,33% ,United States,Miami,Still Working
E308,Sophia Ahmed,Sr. Manger,Sales,Speciality Products,Female,Asian,34.0,2015-06-13,127972.0,11% ,United States,Seattle,Still Working
E309,Sofia Dinh,Operations Engineer,Engineering,Corporate,Female,Asian,59.0,1995-08-04,80701.0,0% ,United States,Chicago,2005-04-14
E310,Jonathan Patel,Manager,Marketing,Corporate,Male,Asian,32.0,2020-02-02,115417.0,6% ,China,Shanghai,Still Working
E311,Piper Patterson,Quality Engineer,Engineering,Corporate,Female,Caucasian,49.0,2019-06-19,88045.0,0% ,United States,Chicago,Still Working
E312,Cora Evans,Computer Systems Manager,IT,Speciality Products,Female,Black,49.0,2018-03-26,86478.0,6% ,United States,Austin,Still Working
E313,Cameron Young,Vice President,Engineering,Manufacturing,Male,Caucasian,67.0,2016-01-18,180994.0,39% ,United States,Seattle,Still Working
E314,Melody Ho,Analyst II,Finance,Research & Development,Female,Asian,59.0,2007-12-02,64494.0,0% ,United States,Columbus,Still Working
E315,Aiden Bryant,Account Representative,Sales,Manufacturing,Male,Black,51.0,2002-10-21,70122.0,0% ,United States,Columbus,Still Working
E316,Grayson Walker,Director,Accounting,Manufacturing,Male,Caucasian,33.0,2017-02-19,181854.0,29% ,United States,Seattle,2020-04-24
E317,Scarlett Figueroa,Business Partner,Human Resources,Speciality Products,Female,Latino,38.0,2016-10-21,52811.0,0% ,United States,Miami,Still Working
E318,Madeline Hoang,Systems Analyst,IT,Research & Development,Female,Asian,32.0,2019-10-25,50111.0,0% ,China,Chengdu,Still Working
E319,Ezra Simmons,Network Administrator,IT,Manufacturing,Male,Black,35.0,2016-05-07,71192.0,0% ,United States,Austin,Still Working
E320,Ruby Medina,Director,Sales,Manufacturing,Female,Latino,54.0,2018-12-18,155351.0,20% ,United States,Seattle,Still Working
E321,Luke Zheng,Director,Human Resources,Speciality Products,Male,Asian,43.0,2006-11-28,161690.0,29% ,China,Beijing,Still Working
E322,Rylee Dinh,Development Engineer,Engineering,Speciality Products,Female,Asian,39.0,2017-02-10,60132.0,0% ,China,Chongqing,Still Working
E323,Miles Evans,Network Architect,IT,Manufacturing,Male,Caucasian,58.0,1994-10-24,87216.0,0% ,United States,Miami,Still Working
E324,Leo Owens,Systems Analyst,IT,Corporate,Male,Caucasian,51.0,2020-04-23,50069.0,0% ,United States,Seattle,Still Working
E325,Caroline Owens,Director,IT,Speciality Products,Female,Caucasian,30.0,2021-07-26,151108.0,22% ,United States,Phoenix,Still Working
E326,Kennedy Do,Computer Systems Manager,IT,Manufacturing,Female,Asian,46.0,2005-10-15,67398.0,7% ,United States,Phoenix,Still Working
E327,Jade Acosta,Development Engineer,Engineering,Research & Development,Female,Latino,51.0,2015-08-29,68488.0,0% ,United States,Seattle,Still Working
E328,Mila Vasquez,Quality Engineer,Engineering,Manufacturing,Female,Latino,64.0,1998-07-16,92932.0,0% ,United States,Columbus,Still Working
E329,Allison Ayala,Analyst,Finance,Corporate,Female,Latino,40.0,2009-06-30,43363.0,0% ,United States,Austin,Still Working
E330,Jace Zhang,Service Desk Analyst,IT,Speciality Products,Male,Asian,35.0,2017-02-14,95963.0,0% ,China,Chengdu,Still Working
E331,Allison Medina,Manager,Finance,Speciality Products,Female,Latino,59.0,2010-04-29,111038.0,5% ,Brazil,Sao Paulo,Still Working
E332,Maria Wilson,Vice President,Engineering,Research & Development,Female,Caucasian,55.0,1996-06-14,200246.0,34% ,United States,Columbus,Still Working
E333,Everly Coleman,Vice President,IT,Corporate,Female,Caucasian,52.0,2015-02-18,194871.0,35% ,United States,Columbus,Still Working
E334,Jordan Gomez,Sr. Analyst,Accounting,Research & Development,Male,Latino,62.0,1994-09-15,98769.0,0% ,Brazil,Rio de Janerio,2016-10-03
E335,Isla Chavez,Account Representative,Sales,Research & Development,Female,Latino,33.0,2018-05-19,65334.0,0% ,Brazil,Rio de Janerio,Still Working
E336,Hannah Gomez,Technical Architect,IT,Manufacturing,Female,Latino,29.0,2021-05-11,83934.0,0% ,United States,Miami,Still Working
E337,Jacob Davis,Director,Accounting,Research & Development,Male,Caucasian,40.0,2016-09-03,150399.0,28% ,United States,Chicago,Still Working
E338,Eli Gupta,Director,Human Resources,Research & Development,Male,Asian,41.0,2012-05-19,160280.0,19% ,China,Beijing,Still Working
E339,Andrew Huynh,Business Partner,Human Resources,Speciality Products,Male,Asian,61.0,1997-04-28,54051.0,0% ,United States,Miami,1998-10-11
E340,Anna Gutierrez,Director,Engineering,Research & Development,Female,Latino,63.0,2003-04-15,150699.0,29% ,Brazil,Sao Paulo,Still Working
E341,Samuel Vega,Analyst II,Marketing,Speciality Products,Male,Latino,41.0,2013-03-30,69570.0,0% ,United States,Miami,Still Working
E342,Liliana Do,Service Desk Analyst,IT,Manufacturing,Female,Asian,34.0,2019-03-29,86774.0,0% ,China,Chengdu,Still Working
E343,Isaac Sanders,HRIS Analyst,Human Resources,Manufacturing,Male,Caucasian,53.0,2001-03-29,57606.0,0% ,United States,Miami,Still Working
E344,Raelynn Gupta,Sr. Manger,Finance,Corporate,Female,Asian,52.0,2001-09-10,125730.0,11% ,China,Chongqing,Still Working
E345,Genesis Xiong,System AdministratorÊ,IT,Research & Development,Female,Asian,55.0,2012-02-25,64170.0,0% ,United States,Columbus,Still Working
E346,Lucas Ramos,Sr. Business Partner,Human Resources,Speciality Products,Male,Latino,60.0,1998-01-21,72303.0,0% ,United States,Phoenix,Still Working
E347,Santiago f Gonzalez,Manager,Sales,Research & Development,Male,Latino,40.0,2012-07-26,105891.0,7% ,United States,Seattle,Still Working
E348,Henry Zhu,Vice President,Marketing,Speciality Products,Male,Asian,42.0,2021-08-25,255230.0,36% ,United States,Austin,Still Working
E349,Emily Contreras,Analyst II,Sales,Manufacturing,Female,Latino,60.0,1992-06-15,59591.0,0% ,Brazil,Sao Paulo,Still Working
E350,Hailey Lai,Vice President,Human Resources,Manufacturing,Female,Asian,56.0,2012-07-23,187048.0,32% ,China,Chengdu,Still Working
E351,Vivian Guzman,Analyst II,Finance,Speciality Products,Female,Latino,57.0,2002-02-09,58605.0,0% ,United States,Phoenix,Still Working
E352,Hadley Contreras,Director,Engineering,Corporate,Female,Latino,64.0,2017-01-04,178502.0,20% ,United States,Austin,Still Working
E353,Nathan Sun,Manager,Accounting,Speciality Products,Male,Asian,67.0,2015-07-29,103724.0,5% ,China,Shanghai,Still Working
E354,Grace Campos,Director,Engineering,Research & Development,Female,Latino,41.0,2008-03-21,156277.0,22% ,Brazil,Manaus,Still Working
E355,Autumn Ortiz,Field Engineer,Engineering,Research & Development,Female,Latino,34.0,2017-12-17,87744.0,0% ,Brazil,Sao Paulo,Still Working
E356,Connor Walker,Analyst II,Finance,Manufacturing,Male,Caucasian,34.0,2019-03-18,54714.0,0% ,United States,Columbus,Still Working
E357,Mia Wu,Enterprise Architect,IT,Corporate,Female,Asian,49.0,2013-08-25,99169.0,0% ,China,Beijing,Still Working
E358,Julia Luong,Sr. Manger,Accounting,Research & Development,Female,Asian,59.0,2006-06-20,142628.0,12% ,China,Chongqing,Still Working
E359,Eleanor Delgado,Sr. Analyst,Marketing,Manufacturing,Female,Latino,37.0,2014-04-27,75869.0,0% ,Brazil,Sao Paulo,Still Working
E360,Addison Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,69.0,2018-05-14,60985.0,0% ,United States,Seattle,Still Working
E361,Camila Li,Sr. Manger,IT,Research & Development,Female,Asian,64.0,2010-07-24,126911.0,10% ,China,Shanghai,Still Working
E362,Ezekiel Fong,Vice President,Sales,Research & Development,Male,Asian,60.0,2004-02-25,216949.0,32% ,China,Shanghai,Still Working
E363,Dylan Thao,Director,Engineering,Manufacturing,Male,Asian,57.0,2012-10-22,168510.0,29% ,United States,Seattle,Still Working
E364,Josephine Salazar,Field Engineer,Engineering,Speciality Products,Female,Latino,40.0,2016-03-14,85870.0,0% ,Brazil,Sao Paulo,Still Working
E365,Genesis Hu,Sr. Analyst,Marketing,Corporate,Female,Asian,50.0,2002-01-15,86510.0,0% ,China,Beijing,2003-01-02
E366,Mila Juarez,Manager,Sales,Speciality Products,Female,Latino,42.0,2017-09-21,119647.0,9% ,Brazil,Sao Paulo,Still Working
E367,Daniel Perry,Enterprise Architect,IT,Research & Development,Male,Caucasian,66.0,2001-04-15,80921.0,0% ,United States,Columbus,Still Working
E368,Paisley Hunter,Engineering Manager,Engineering,Research & Development,Female,Caucasian,65.0,2010-01-15,98110.0,13% ,United States,Chicago,Still Working
E369,Everleigh White,Network Architect,IT,Speciality Products,Female,Caucasian,63.0,2017-10-20,86831.0,0% ,United States,Phoenix,Still Working
E370,Penelope Choi,Technical Architect,IT,Speciality Products,Female,Asian,53.0,2010-09-10,72826.0,0% ,China,Beijing,Still Working
E371,Piper Sun,Director,Marketing,Manufacturing,Female,Asian,68.0,2011-02-14,171217.0,19% ,United States,Seattle,Still Working
E372,Lucy Johnson,Manager,IT,Research & Development,Female,Caucasian,61.0,2020-04-27,103058.0,7% ,United States,Columbus,Still Working
E373,Ian Ngo,Manager,Sales,Speciality Products,Male,Asian,56.0,2014-08-07,117062.0,7% ,United States,Phoenix,Still Working
E374,Joseph Vazquez,Sr. Manger,Accounting,Speciality Products,Male,Latino,44.0,2019-01-23,159031.0,10% ,United States,Miami,Still Working
E375,Hadley Guerrero,Sr. Manger,IT,Research & Development,Female,Latino,53.0,2004-01-14,125086.0,10% ,Brazil,Sao Paulo,Still Working
E376,Jose Brown,System AdministratorÊ,IT,Speciality Products,Male,Caucasian,47.0,2016-04-07,67976.0,0% ,United States,Seattle,Still Working
E377,Benjamin Ford,Analyst II,Finance,Speciality Products,Male,Caucasian,35.0,2021-04-22,74215.0,0% ,United States,Phoenix,Still Working
E378,Henry Shah,Director,Accounting,Manufacturing,Male,Asian,59.0,2010-06-11,187389.0,25% ,China,Chengdu,Still Working
E379,Ivy Daniels,Sr. Manger,Human Resources,Speciality Products,Female,Caucasian,45.0,2008-10-26,131841.0,13% ,United States,Columbus,Still Working
E380,Thomas Chang,Sr. Analyst,Accounting,Research & Development,Male,Asian,38.0,2011-07-26,97231.0,0% ,China,Beijing,Still Working
E381,Caroline Phan,Sr. Manger,Finance,Corporate,Female,Asian,45.0,2004-03-14,155004.0,12% ,United States,Austin,Still Working
E382,Maverick Mehta,Systems Analyst,IT,Manufacturing,Male,Asian,44.0,2007-07-30,41859.0,0% ,United States,Seattle,Still Working
E383,Austin Edwards,IT Coordinator,IT,Manufacturing,Male,Black,46.0,2006-09-24,52733.0,0% ,United States,Chicago,Still Working
E384,Daniel Huang,Vice President,Human Resources,Corporate,Male,Asian,35.0,2015-09-03,250953.0,34% ,United States,Columbus,Still Working
E385,Lucas Phan,Director,Marketing,Research & Development,Male,Asian,53.0,1999-02-19,191807.0,21% ,China,Chongqing,Still Working
E386,Gabriel Yu,Technical Architect,IT,Speciality Products,Male,Asian,46.0,2014-06-23,64677.0,0% ,China,Chongqing,Still Working
E387,Mason Watson,Sr. Manger,IT,Corporate,Male,Caucasian,50.0,2004-09-14,130274.0,11% ,United States,Chicago,Still Working
E388,Angel Chang,Network Architect,IT,Research & Development,Male,Asian,41.0,2017-07-06,96331.0,0% ,China,Shanghai,Still Working
E389,Madeline Coleman,Sr. Manger,Finance,Research & Development,Female,Caucasian,55.0,2006-04-28,150758.0,13% ,United States,Chicago,2007-08-16
E390,Thomas Vazquez,Director,Engineering,Corporate,Male,Latino,50.0,2014-07-19,173629.0,21% ,Brazil,Sao Paulo,Still Working
E391,Silas Hunter,Solutions Architect,IT,Corporate,Male,Black,59.0,1998-05-04,62174.0,0% ,United States,Chicago,Still Working
E392,Nicholas Brooks,Analyst II,Accounting,Manufacturing,Male,Caucasian,47.0,2017-10-20,56555.0,0% ,United States,Phoenix,Still Working
E393,Dominic Thomas,Analyst II,Marketing,Manufacturing,Male,Caucasian,52.0,2005-09-28,74655.0,0% ,United States,Austin,Still Working
E394,Wesley Adams,System AdministratorÊ,IT,Corporate,Male,Caucasian,52.0,2003-08-11,93017.0,0% ,United States,Seattle,Still Working
E395,Ian Wu,Sr. Analyst,Marketing,Manufacturing,Male,Asian,55.0,2012-04-14,82300.0,0% ,China,Chengdu,Still Working
E396,Alice Young,Automation Engineer,Engineering,Research & Development,Female,Caucasian,50.0,2008-01-24,91621.0,0% ,United States,Chicago,Still Working
E397,Logan Carrillo,Sr. Analyst,Marketing,Research & Development,Male,Latino,37.0,2014-11-30,91280.0,0% ,United States,Miami,Still Working
E398,Caroline Alexander,Business Partner,Human Resources,Manufacturing,Female,Black,46.0,2020-09-18,47071.0,0% ,United States,Columbus,Still Working
